row_i,col_j,value
9,11,400.0
9,12,400.0
9,13,400.0
9,14,400.0
9,15,400.0
9,16,1.0
9,17,400.0
9,18,1.0
9,24,2.0
9,25,400.0
9,26,2.0
9,32,1.0
9,33,400.0
9,34,1.0
9,40,3.0
9,41,400.0
9,42,3.0
9,48,2.0
9,49,400.0
9,50,2.0
9,56,3.0
9,57,400.0
9,58,3.0
10,10,-400.0
10,11,400.0
10,12,400.0
10,13,400.0
10,14,400.0
10,15,400.0
10,17,1.0
10,18,400.0
10,19,1.0
10,25,2.0
10,26,400.0
10,27,2.0
10,33,1.0
10,34,400.0
10,35,1.0
10,41,3.0
10,42,400.0
10,43,3.0
10,49,2.0
10,50,400.0
10,51,2.0
10,57,3.0
10,58,400.0
10,59,3.0
11,11,-400.0
11,12,400.0
11,13,400.0
11,14,400.0
11,15,400.0
11,18,1.0
11,19,400.0
11,20,1.0
11,26,2.0
11,27,400.0
11,28,2.0
11,34,1.0
11,35,400.0
11,36,1.0
11,42,3.0
11,43,400.0
11,44,3.0
11,50,2.0
11,51,400.0
11,52,2.0
11,58,3.0
11,59,400.0
11,60,3.0
12,12,-400.0
12,13,400.0
12,14,400.0
12,15,400.0
12,19,1.0
12,20,400.0
12,21,1.0
12,27,2.0
12,28,400.0
12,29,2.0
12,35,1.0
12,36,400.0
12,37,1.0
12,43,3.0
12,44,400.0
12,45,3.0
12,51,2.0
12,52,400.0
12,53,2.0
12,59,3.0
12,60,400.0
12,61,3.0
13,13,-400.0
13,14,400.0
13,15,400.0
13,20,1.0
13,21,400.0
13,22,1.0
13,28,2.0
13,29,400.0
13,30,2.0
13,36,1.0
13,37,400.0
13,38,1.0
13,44,3.0
13,45,400.0
13,46,3.0
13,52,2.0
13,53,400.0
13,54,2.0
13,60,3.0
13,61,400.0
13,62,3.0
14,14,-400.0
14,15,400.0
14,21,1.0
14,22,400.0
14,23,1.0
14,29,2.0
14,30,400.0
14,31,2.0
14,37,1.0
14,38,400.0
14,39,1.0
14,45,3.0
14,46,400.0
14,47,3.0
14,53,2.0
14,54,400.0
14,55,2.0
14,61,3.0
14,62,400.0
14,63,3.0
15,15,-396.0
15,22,1.0
15,23,400.0
15,30,2.0
15,31,400.0
15,38,1.0
15,39,400.0
15,46,3.0
15,47,400.0
15,54,2.0
15,55,400.0
15,62,3.0
15,63,400.0
16,16,-396.0
16,17,400.0
16,18,400.0
16,19,400.0
16,20,400.0
16,21,400.0
16,22,400.0
16,23,400.0
16,24,400.0
16,25,1.0
16,32,400.0
16,33,1.0
16,40,400.0
16,41,2.0
16,48,400.0
16,49,2.0
16,56,400.0
16,57,3.0
17,17,-400.0
17,18,400.0
17,19,400.0
17,20,400.0
17,21,400.0
17,22,400.0
17,23,400.0
17,24,1.0
17,25,400.0
17,26,1.0
17,32,1.0
17,33,400.0
17,34,1.0
17,40,2.0
17,41,400.0
17,42,2.0
17,48,2.0
17,49,400.0
17,50,2.0
17,56,3.0
17,57,400.0
17,58,3.0
18,18,-400.0
18,19,400.0
18,20,400.0
18,21,400.0
18,22,400.0
18,23,400.0
18,25,1.0
18,26,400.0
18,27,1.0
18,33,1.0
18,34,400.0
18,35,1.0
18,41,2.0
18,42,400.0
18,43,2.0
18,49,2.0
18,50,400.0
18,51,2.0
18,57,3.0
18,58,400.0
18,59,3.0
19,19,-400.0
19,20,400.0
19,21,400.0
19,22,400.0
19,23,400.0
19,26,1.0
19,27,400.0
19,28,1.0
19,34,1.0
19,35,400.0
19,36,1.0
19,42,2.0
19,43,400.0
19,44,2.0
19,50,2.0
19,51,400.0
19,52,2.0
19,58,3.0
19,59,400.0
19,60,3.0
20,20,-400.0
20,21,400.0
20,22,400.0
20,23,400.0
20,27,1.0
20,28,400.0
20,29,1.0
20,35,1.0
20,36,400.0
20,37,1.0
20,43,2.0
20,44,400.0
20,45,2.0
20,51,2.0
20,52,400.0
20,53,2.0
20,59,3.0
20,60,400.0
20,61,3.0
21,21,-400.0
21,22,400.0
21,23,400.0
21,28,1.0
21,29,400.0
21,30,1.0
21,36,1.0
21,37,400.0
21,38,1.0
21,44,2.0
21,45,400.0
21,46,2.0
21,52,2.0
21,53,400.0
21,54,2.0
21,60,3.0
21,61,400.0
21,62,3.0
22,22,-400.0
22,23,400.0
22,29,1.0
22,30,400.0
22,31,1.0
22,37,1.0
22,38,400.0
22,39,1.0
22,45,2.0
22,46,400.0
22,47,2.0
22,53,2.0
22,54,400.0
22,55,2.0
22,61,3.0
22,62,400.0
22,63,3.0
23,23,-396.0
23,30,1.0
23,31,400.0
23,38,1.0
23,39,400.0
23,46,2.0
23,47,400.0
23,54,2.0
23,55,400.0
23,62,3.0
23,63,400.0
24,24,-394.0
24,25,400.0
24,26,400.0
24,27,400.0
24,28,400.0
24,29,400.0
24,30,400.0
24,31,400.0
24,32,400.0
24,33,1.0
24,40,400.0
24,41,2.0
24,48,400.0
24,49,3.0
24,56,400.0
24,57,4.0
25,25,-400.0
25,26,400.0
25,27,400.0
25,28,400.0
25,29,400.0
25,30,400.0
25,31,400.0
25,32,1.0
25,33,400.0
25,34,1.0
25,40,2.0
25,41,400.0
25,42,2.0
25,48,3.0
25,49,400.0
25,50,3.0
25,56,4.0
25,57,400.0
25,58,4.0
26,26,-400.0
26,27,400.0
26,28,400.0
26,29,400.0
26,30,400.0
26,31,400.0
26,33,1.0
26,34,400.0
26,35,1.0
26,41,2.0
26,42,400.0
26,43,2.0
26,49,3.0
26,50,400.0
26,51,3.0
26,57,4.0
26,58,400.0
26,59,4.0
27,27,-400.0
27,28,400.0
27,29,400.0
27,30,400.0
27,31,400.0
27,34,1.0
27,35,400.0
27,36,1.0
27,42,2.0
27,43,400.0
27,44,2.0
27,50,3.0
27,51,400.0
27,52,3.0
27,58,4.0
27,59,400.0
27,60,4.0
28,28,-400.0
28,29,400.0
28,30,400.0
28,31,400.0
28,35,1.0
28,36,400.0
28,37,1.0
28,43,2.0
28,44,400.0
28,45,2.0
28,51,3.0
28,52,400.0
28,53,3.0
28,59,4.0
28,60,400.0
28,61,4.0
29,29,-400.0
29,30,400.0
29,31,400.0
29,36,1.0
29,37,400.0
29,38,1.0
29,44,2.0
29,45,400.0
29,46,2.0
29,52,3.0
29,53,400.0
29,54,3.0
29,60,4.0
29,61,400.0
29,62,4.0
30,30,-400.0
30,31,400.0
30,37,1.0
30,38,400.0
30,39,1.0
30,45,2.0
30,46,400.0
30,47,2.0
30,53,3.0
30,54,400.0
30,55,3.0
30,61,4.0
30,62,400.0
30,63,4.0
31,31,-394.0
31,38,1.0
31,39,400.0
31,46,2.0
31,47,400.0
31,54,3.0
31,55,400.0
31,62,4.0
31,63,400.0
32,32,-396.0
32,33,400.0
32,34,400.0
32,35,400.0
32,36,400.0
32,37,400.0
32,38,400.0
32,39,400.0
32,40,400.0
32,41,1.0
32,48,400.0
32,49,1.0
32,56,400.0
32,57,3.0
33,33,-400.0
33,34,400.0
33,35,400.0
33,36,400.0
33,37,400.0
33,38,400.0
33,39,400.0
33,40,1.0
33,41,400.0
33,42,1.0
33,48,1.0
33,49,400.0
33,50,1.0
33,56,3.0
33,57,400.0
33,58,3.0
34,34,-400.0
34,35,400.0
34,36,400.0
34,37,400.0
34,38,400.0
34,39,400.0
34,41,1.0
34,42,400.0
34,43,1.0
34,49,1.0
34,50,400.0
34,51,1.0
34,57,3.0
34,58,400.0
34,59,3.0
35,35,-400.0
35,36,400.0
35,37,400.0
35,38,400.0
35,39,400.0
35,42,1.0
35,43,400.0
35,44,1.0
35,50,1.0
35,51,400.0
35,52,1.0
35,58,3.0
35,59,400.0
35,60,3.0
36,36,-400.0
36,37,400.0
36,38,400.0
36,39,400.0
36,43,1.0
36,44,400.0
36,45,1.0
36,51,1.0
36,52,400.0
36,53,1.0
36,59,3.0
36,60,400.0
36,61,3.0
37,37,-400.0
37,38,400.0
37,39,400.0
37,44,1.0
37,45,400.0
37,46,1.0
37,52,1.0
37,53,400.0
37,54,1.0
37,60,3.0
37,61,400.0
37,62,3.0
38,38,-400.0
38,39,400.0
38,45,1.0
38,46,400.0
38,47,1.0
38,53,1.0
38,54,400.0
38,55,1.0
38,61,3.0
38,62,400.0
38,63,3.0
39,39,-396.0
39,46,1.0
39,47,400.0
39,54,1.0
39,55,400.0
39,62,3.0
39,63,400.0
40,40,-396.0
40,41,400.0
40,42,400.0
40,43,400.0
40,44,400.0
40,45,400.0
40,46,400.0
40,47,400.0
40,48,400.0
40,49,1.0
40,56,400.0
40,57,3.0
41,41,-400.0
41,42,400.0
41,43,400.0
41,44,400.0
41,45,400.0
41,46,400.0
41,47,400.0
41,48,1.0
41,49,400.0
41,50,1.0
41,56,3.0
41,57,400.0
41,58,3.0
42,42,-400.0
42,43,400.0
42,44,400.0
42,45,400.0
42,46,400.0
42,47,400.0
42,49,1.0
42,50,400.0
42,51,1.0
42,57,3.0
42,58,400.0
42,59,3.0
43,43,-400.0
43,44,400.0
43,45,400.0
43,46,400.0
43,47,400.0
43,50,1.0
43,51,400.0
43,52,1.0
43,58,3.0
43,59,400.0
43,60,3.0
44,44,-400.0
44,45,400.0
44,46,400.0
44,47,400.0
44,51,1.0
44,52,400.0
44,53,1.0
44,59,3.0
44,60,400.0
44,61,3.0
45,45,-400.0
45,46,400.0
45,47,400.0
45,52,1.0
45,53,400.0
45,54,1.0
45,60,3.0
45,61,400.0
45,62,3.0
46,46,-400.0
46,47,400.0
46,53,1.0
46,54,400.0
46,55,1.0
46,61,3.0
46,62,400.0
46,63,3.0
47,47,-396.0
47,54,1.0
47,55,400.0
47,62,3.0
47,63,400.0
48,48,-397.0
48,49,400.0
48,50,400.0
48,51,400.0
48,52,400.0
48,53,400.0
48,54,400.0
48,55,400.0
48,56,400.0
48,57,2.0
49,49,-400.0
49,50,400.0
49,51,400.0
49,52,400.0
49,53,400.0
49,54,400.0
49,55,400.0
49,56,2.0
49,57,400.0
49,58,2.0
50,50,-400.0
50,51,400.0
50,52,400.0
50,53,400.0
50,54,400.0
50,55,400.0
50,57,2.0
50,58,400.0
50,59,2.0
51,51,-400.0
51,52,400.0
51,53,400.0
51,54,400.0
51,55,400.0
51,58,2.0
51,59,400.0
51,60,2.0
52,52,-400.0
52,53,400.0
52,54,400.0
52,55,400.0
52,59,2.0
52,60,400.0
52,61,2.0
53,53,-400.0
53,54,400.0
53,55,400.0
53,60,2.0
53,61,400.0
53,62,2.0
54,54,-400.0
54,55,400.0
54,61,2.0
54,62,400.0
54,63,2.0
55,55,-397.0
55,62,2.0
55,63,400.0
56,56,-399.0
56,57,400.0
56,58,400.0
56,59,400.0
56,60,400.0
56,61,400.0
56,62,400.0
56,63,400.0
57,57,-400.0
57,58,400.0
57,59,400.0
57,60,400.0
57,61,400.0
57,62,400.0
57,63,400.0
58,58,-400.0
58,59,400.0
58,60,400.0
58,61,400.0
58,62,400.0
58,63,400.0
59,59,-400.0
59,60,400.0
59,61,400.0
59,62,400.0
59,63,400.0
60,60,-400.0
60,61,400.0
60,62,400.0
60,63,400.0
61,61,-400.0
61,62,400.0
61,63,400.0
62,62,-400.0
62,63,400.0
63,63,-399.0
