row_i,col_j,value
3,140,4.0
3,155,6.0
3,156,400.0
3,157,6.0
3,172,6.0
3,173,400.0
3,174,6.0
3,189,7.0
3,190,400.0
3,191,7.0
3,206,8.0
3,207,400.0
3,208,8.0
3,223,7.0
3,224,400.0
3,225,7.0
3,240,6.0
3,241,400.0
3,242,6.0
3,257,7.0
3,258,400.0
3,259,7.0
3,274,8.0
3,275,400.0
3,276,8.0
4,4,-400.0
4,5,400.0
4,6,400.0
4,7,400.0
4,8,400.0
4,9,400.0
4,10,400.0
4,11,400.0
4,12,400.0
4,13,400.0
4,14,400.0
4,15,400.0
4,16,400.0
4,20,1.0
4,21,400.0
4,22,1.0
4,37,1.0
4,38,400.0
4,39,1.0
4,54,1.0
4,55,400.0
4,56,1.0
4,71,3.0
4,72,400.0
4,73,3.0
4,88,2.0
4,89,400.0
4,90,2.0
4,105,2.0
4,106,400.0
4,107,2.0
4,122,3.0
4,123,400.0
4,124,3.0
4,139,4.0
4,140,400.0
4,141,4.0
4,156,6.0
4,157,400.0
4,158,6.0
4,173,6.0
4,174,400.0
4,175,6.0
4,190,7.0
4,191,400.0
4,192,7.0
4,207,8.0
4,208,400.0
4,209,8.0
4,224,7.0
4,225,400.0
4,226,7.0
4,241,6.0
4,242,400.0
4,243,6.0
4,258,7.0
4,259,400.0
4,260,7.0
4,275,8.0
4,276,400.0
4,277,8.0
5,5,-400.0
5,6,400.0
5,7,400.0
5,8,400.0
5,9,400.0
5,10,400.0
5,11,400.0
5,12,400.0
5,13,400.0
5,14,400.0
5,15,400.0
5,16,400.0
5,21,1.0
5,22,400.0
5,23,1.0
5,38,1.0
5,39,400.0
5,40,1.0
5,55,1.0
5,56,400.0
5,57,1.0
5,72,3.0
5,73,400.0
5,74,3.0
5,89,2.0
5,90,400.0
5,91,2.0
5,106,2.0
5,107,400.0
5,108,2.0
5,123,3.0
5,124,400.0
5,125,3.0
5,140,4.0
5,141,400.0
5,142,4.0
5,157,6.0
5,158,400.0
5,159,6.0
5,174,6.0
5,175,400.0
5,176,6.0
5,191,7.0
5,192,400.0
5,193,7.0
5,208,8.0
5,209,400.0
5,210,8.0
5,225,7.0
5,226,400.0
5,227,7.0
5,242,6.0
5,243,400.0
5,244,6.0
5,259,7.0
5,260,400.0
5,261,7.0
5,276,8.0
5,277,400.0
5,278,8.0
6,6,-400.0
6,7,400.0
6,8,400.0
6,9,400.0
6,10,400.0
6,11,400.0
6,12,400.0
6,13,400.0
6,14,400.0
6,15,400.0
6,16,400.0
6,22,1.0
6,23,400.0
6,24,1.0
6,39,1.0
6,40,400.0
6,41,1.0
6,56,1.0
6,57,400.0
6,58,1.0
6,73,3.0
6,74,400.0
6,75,3.0
6,90,2.0
6,91,400.0
6,92,2.0
6,107,2.0
6,108,400.0
6,109,2.0
6,124,3.0
6,125,400.0
6,126,3.0
6,141,4.0
6,142,400.0
6,143,4.0
6,158,6.0
6,159,400.0
6,160,6.0
6,175,6.0
6,176,400.0
6,177,6.0
6,192,7.0
6,193,400.0
6,194,7.0
6,209,8.0
6,210,400.0
6,211,8.0
6,226,7.0
6,227,400.0
6,228,7.0
6,243,6.0
6,244,400.0
6,245,6.0
6,260,7.0
6,261,400.0
6,262,7.0
6,277,8.0
6,278,400.0
6,279,8.0
7,7,-400.0
7,8,400.0
7,9,400.0
7,10,400.0
7,11,400.0
7,12,400.0
7,13,400.0
7,14,400.0
7,15,400.0
7,16,400.0
7,23,1.0
7,24,400.0
7,25,1.0
7,40,1.0
7,41,400.0
7,42,1.0
7,57,1.0
7,58,400.0
7,59,1.0
7,74,3.0
7,75,400.0
7,76,3.0
7,91,2.0
7,92,400.0
7,93,2.0
7,108,2.0
7,109,400.0
7,110,2.0
7,125,3.0
7,126,400.0
7,127,3.0
7,142,4.0
7,143,400.0
7,144,4.0
7,159,6.0
7,160,400.0
7,161,6.0
7,176,6.0
7,177,400.0
7,178,6.0
7,193,7.0
7,194,400.0
7,195,7.0
7,210,8.0
7,211,400.0
7,212,8.0
7,227,7.0
7,228,400.0
7,229,7.0
7,244,6.0
7,245,400.0
7,246,6.0
7,261,7.0
7,262,400.0
7,263,7.0
7,278,8.0
7,279,400.0
7,280,8.0
8,8,-400.0
8,9,400.0
8,10,400.0
8,11,400.0
8,12,400.0
8,13,400.0
8,14,400.0
8,15,400.0
8,16,400.0
8,24,1.0
8,25,400.0
8,26,1.0
8,41,1.0
8,42,400.0
8,43,1.0
8,58,1.0
8,59,400.0
8,60,1.0
8,75,3.0
8,76,400.0
8,77,3.0
8,92,2.0
8,93,400.0
8,94,2.0
8,109,2.0
8,110,400.0
8,111,2.0
8,126,3.0
8,127,400.0
8,128,3.0
8,143,4.0
8,144,400.0
8,145,4.0
8,160,6.0
8,161,400.0
8,162,6.0
8,177,6.0
8,178,400.0
8,179,6.0
8,194,7.0
8,195,400.0
8,196,7.0
8,211,8.0
8,212,400.0
8,213,8.0
8,228,7.0
8,229,400.0
8,230,7.0
8,245,6.0
8,246,400.0
8,247,6.0
8,262,7.0
8,263,400.0
8,264,7.0
8,279,8.0
8,280,400.0
8,281,8.0
9,9,-400.0
9,10,400.0
9,11,400.0
9,12,400.0
9,13,400.0
9,14,400.0
9,15,400.0
9,16,400.0
9,25,1.0
9,26,400.0
9,27,1.0
9,42,1.0
9,43,400.0
9,44,1.0
9,59,1.0
9,60,400.0
9,61,1.0
9,76,3.0
9,77,400.0
9,78,3.0
9,93,2.0
9,94,400.0
9,95,2.0
9,110,2.0
9,111,400.0
9,112,2.0
9,127,3.0
9,128,400.0
9,129,3.0
9,144,4.0
9,145,400.0
9,146,4.0
9,161,6.0
9,162,400.0
9,163,6.0
9,178,6.0
9,179,400.0
9,180,6.0
9,195,7.0
9,196,400.0
9,197,7.0
9,212,8.0
9,213,400.0
9,214,8.0
9,229,7.0
9,230,400.0
9,231,7.0
9,246,6.0
9,247,400.0
9,248,6.0
9,263,7.0
9,264,400.0
9,265,7.0
9,280,8.0
9,281,400.0
9,282,8.0
10,10,-400.0
10,11,400.0
10,12,400.0
10,13,400.0
10,14,400.0
10,15,400.0
10,16,400.0
10,26,1.0
10,27,400.0
10,28,1.0
10,43,1.0
10,44,400.0
10,45,1.0
10,60,1.0
10,61,400.0
10,62,1.0
10,77,3.0
10,78,400.0
10,79,3.0
10,94,2.0
10,95,400.0
10,96,2.0
10,111,2.0
10,112,400.0
10,113,2.0
10,128,3.0
10,129,400.0
10,130,3.0
10,145,4.0
10,146,400.0
10,147,4.0
10,162,6.0
10,163,400.0
10,164,6.0
10,179,6.0
10,180,400.0
10,181,6.0
10,196,7.0
10,197,400.0
10,198,7.0
10,213,8.0
10,214,400.0
10,215,8.0
10,230,7.0
10,231,400.0
10,232,7.0
10,247,6.0
10,248,400.0
10,249,6.0
10,264,7.0
10,265,400.0
10,266,7.0
10,281,8.0
10,282,400.0
10,283,8.0
11,11,-400.0
11,12,400.0
11,13,400.0
11,14,400.0
11,15,400.0
11,16,400.0
11,27,1.0
11,28,400.0
11,29,1.0
11,44,1.0
11,45,400.0
11,46,1.0
11,61,1.0
11,62,400.0
11,63,1.0
11,78,3.0
11,79,400.0
11,80,3.0
11,95,2.0
11,96,400.0
11,97,2.0
11,112,2.0
11,113,400.0
11,114,2.0
11,129,3.0
11,130,400.0
11,131,3.0
11,146,4.0
11,147,400.0
11,148,4.0
11,163,6.0
11,164,400.0
11,165,6.0
11,180,6.0
11,181,400.0
11,182,6.0
11,197,7.0
11,198,400.0
11,199,7.0
11,214,8.0
11,215,400.0
11,216,8.0
11,231,7.0
11,232,400.0
11,233,7.0
11,248,6.0
11,249,400.0
11,250,6.0
11,265,7.0
11,266,400.0
11,267,7.0
11,282,8.0
11,283,400.0
11,284,8.0
12,12,-400.0
12,13,400.0
12,14,400.0
12,15,400.0
12,16,400.0
12,28,1.0
12,29,400.0
12,30,1.0
12,45,1.0
12,46,400.0
12,47,1.0
12,62,1.0
12,63,400.0
12,64,1.0
12,79,3.0
12,80,400.0
12,81,3.0
12,96,2.0
12,97,400.0
12,98,2.0
12,113,2.0
12,114,400.0
12,115,2.0
12,130,3.0
12,131,400.0
12,132,3.0
12,147,4.0
12,148,400.0
12,149,4.0
12,164,6.0
12,165,400.0
12,166,6.0
12,181,6.0
12,182,400.0
12,183,6.0
12,198,7.0
12,199,400.0
12,200,7.0
12,215,8.0
12,216,400.0
12,217,8.0
12,232,7.0
12,233,400.0
12,234,7.0
12,249,6.0
12,250,400.0
12,251,6.0
12,266,7.0
12,267,400.0
12,268,7.0
12,283,8.0
12,284,400.0
12,285,8.0
13,13,-400.0
13,14,400.0
13,15,400.0
13,16,400.0
13,29,1.0
13,30,400.0
13,31,1.0
13,46,1.0
13,47,400.0
13,48,1.0
13,63,1.0
13,64,400.0
13,65,1.0
13,80,3.0
13,81,400.0
13,82,3.0
13,97,2.0
13,98,400.0
13,99,2.0
13,114,2.0
13,115,400.0
13,116,2.0
13,131,3.0
13,132,400.0
13,133,3.0
13,148,4.0
13,149,400.0
13,150,4.0
13,165,6.0
13,166,400.0
13,167,6.0
13,182,6.0
13,183,400.0
13,184,6.0
13,199,7.0
13,200,400.0
13,201,7.0
13,216,8.0
13,217,400.0
13,218,8.0
13,233,7.0
13,234,400.0
13,235,7.0
13,250,6.0
13,251,400.0
13,252,6.0
13,267,7.0
13,268,400.0
13,269,7.0
13,284,8.0
13,285,400.0
13,286,8.0
14,14,-400.0
14,15,400.0
14,16,400.0
14,30,1.0
14,31,400.0
14,32,1.0
14,47,1.0
14,48,400.0
14,49,1.0
14,64,1.0
14,65,400.0
14,66,1.0
14,81,3.0
14,82,400.0
14,83,3.0
14,98,2.0
14,99,400.0
14,100,2.0
14,115,2.0
14,116,400.0
14,117,2.0
14,132,3.0
14,133,400.0
14,134,3.0
14,149,4.0
14,150,400.0
14,151,4.0
14,166,6.0
14,167,400.0
14,168,6.0
14,183,6.0
14,184,400.0
14,185,6.0
14,200,7.0
14,201,400.0
14,202,7.0
14,217,8.0
14,218,400.0
14,219,8.0
14,234,7.0
14,235,400.0
14,236,7.0
14,251,6.0
14,252,400.0
14,253,6.0
14,268,7.0
14,269,400.0
14,270,7.0
14,285,8.0
14,286,400.0
14,287,8.0
15,15,-400.0
15,16,400.0
15,31,1.0
15,32,400.0
15,33,1.0
15,48,1.0
15,49,400.0
15,50,1.0
15,65,1.0
15,66,400.0
15,67,1.0
15,82,3.0
15,83,400.0
15,84,3.0
15,99,2.0
15,100,400.0
15,101,2.0
15,116,2.0
15,117,400.0
15,118,2.0
15,133,3.0
15,134,400.0
15,135,3.0
15,150,4.0
15,151,400.0
15,152,4.0
15,167,6.0
15,168,400.0
15,169,6.0
15,184,6.0
15,185,400.0
15,186,6.0
15,201,7.0
15,202,400.0
15,203,7.0
15,218,8.0
15,219,400.0
15,220,8.0
15,235,7.0
15,236,400.0
15,237,7.0
15,252,6.0
15,253,400.0
15,254,6.0
15,269,7.0
15,270,400.0
15,271,7.0
15,286,8.0
15,287,400.0
15,288,8.0
16,16,-393.0
16,32,1.0
16,33,400.0
16,49,1.0
16,50,400.0
16,66,1.0
16,67,400.0
16,83,3.0
16,84,400.0
16,100,2.0
16,101,400.0
16,117,2.0
16,118,400.0
16,134,3.0
16,135,400.0
16,151,4.0
16,152,400.0
16,168,6.0
16,169,400.0
16,185,6.0
16,186,400.0
16,202,7.0
16,203,400.0
16,219,8.0
16,220,400.0
16,236,7.0
16,237,400.0
16,253,6.0
16,254,400.0
16,270,7.0
16,271,400.0
16,287,8.0
16,288,400.0
17,17,-398.0
17,18,400.0
17,19,400.0
17,20,400.0
17,21,400.0
17,22,400.0
17,23,400.0
17,24,400.0
17,25,400.0
17,26,400.0
17,27,400.0
17,28,400.0
17,29,400.0
17,30,400.0
17,31,400.0
17,32,400.0
17,33,400.0
17,34,400.0
17,35,1.0
17,51,400.0
17,52,2.0
17,68,400.0
17,69,3.0
17,85,400.0
17,86,3.0
17,102,400.0
17,103,3.0
17,119,400.0
17,120,5.0
17,136,400.0
17,137,5.0
17,153,400.0
17,154,7.0
17,170,400.0
17,171,7.0
17,187,400.0
17,188,8.0
17,204,400.0
17,205,9.0
17,221,400.0
17,222,8.0
17,238,400.0
17,239,7.0
17,255,400.0
17,256,7.0
17,272,400.0
17,273,8.0
18,18,-400.0
18,19,400.0
18,20,400.0
18,21,400.0
18,22,400.0
18,23,400.0
18,24,400.0
18,25,400.0
18,26,400.0
18,27,400.0
18,28,400.0
18,29,400.0
18,30,400.0
18,31,400.0
18,32,400.0
18,33,400.0
18,34,1.0
18,35,400.0
18,36,1.0
18,51,2.0
18,52,400.0
18,53,2.0
18,68,3.0
18,69,400.0
18,70,3.0
18,85,3.0
18,86,400.0
18,87,3.0
18,102,3.0
18,103,400.0
18,104,3.0
18,119,5.0
18,120,400.0
18,121,5.0
18,136,5.0
18,137,400.0
18,138,5.0
18,153,7.0
18,154,400.0
18,155,7.0
18,170,7.0
18,171,400.0
18,172,7.0
18,187,8.0
18,188,400.0
18,189,8.0
18,204,9.0
18,205,400.0
18,206,9.0
18,221,8.0
18,222,400.0
18,223,8.0
18,238,7.0
18,239,400.0
18,240,7.0
18,255,7.0
18,256,400.0
18,257,7.0
18,272,8.0
18,273,400.0
18,274,8.0
19,19,-400.0
19,20,400.0
19,21,400.0
19,22,400.0
19,23,400.0
19,24,400.0
19,25,400.0
19,26,400.0
19,27,400.0
19,28,400.0
19,29,400.0
19,30,400.0
19,31,400.0
19,32,400.0
19,33,400.0
19,35,1.0
19,36,400.0
19,37,1.0
19,52,2.0
19,53,400.0
19,54,2.0
19,69,3.0
19,70,400.0
19,71,3.0
19,86,3.0
19,87,400.0
19,88,3.0
19,103,3.0
19,104,400.0
19,105,3.0
19,120,5.0
19,121,400.0
19,122,5.0
19,137,5.0
19,138,400.0
19,139,5.0
19,154,7.0
19,155,400.0
19,156,7.0
19,171,7.0
19,172,400.0
19,173,7.0
19,188,8.0
19,189,400.0
19,190,8.0
19,205,9.0
19,206,400.0
19,207,9.0
19,222,8.0
19,223,400.0
19,224,8.0
19,239,7.0
19,240,400.0
19,241,7.0
19,256,7.0
19,257,400.0
19,258,7.0
19,273,8.0
19,274,400.0
19,275,8.0
20,20,-400.0
20,21,400.0
20,22,400.0
20,23,400.0
20,24,400.0
20,25,400.0
20,26,400.0
20,27,400.0
20,28,400.0
20,29,400.0
20,30,400.0
20,31,400.0
20,32,400.0
20,33,400.0
20,36,1.0
20,37,400.0
20,38,1.0
20,53,2.0
20,54,400.0
20,55,2.0
20,70,3.0
20,71,400.0
20,72,3.0
20,87,3.0
20,88,400.0
20,89,3.0
20,104,3.0
20,105,400.0
20,106,3.0
20,121,5.0
20,122,400.0
20,123,5.0
20,138,5.0
20,139,400.0
20,140,5.0
20,155,7.0
20,156,400.0
20,157,7.0
20,172,7.0
20,173,400.0
20,174,7.0
20,189,8.0
20,190,400.0
20,191,8.0
20,206,9.0
20,207,400.0
20,208,9.0
20,223,8.0
20,224,400.0
20,225,8.0
20,240,7.0
20,241,400.0
20,242,7.0
20,257,7.0
20,258,400.0
20,259,7.0
20,274,8.0
20,275,400.0
20,276,8.0
21,21,-400.0
21,22,400.0
21,23,400.0
21,24,400.0
21,25,400.0
21,26,400.0
21,27,400.0
21,28,400.0
21,29,400.0
21,30,400.0
21,31,400.0
21,32,400.0
21,33,400.0
21,37,1.0
21,38,400.0
21,39,1.0
21,54,2.0
21,55,400.0
21,56,2.0
21,71,3.0
21,72,400.0
21,73,3.0
21,88,3.0
21,89,400.0
21,90,3.0
21,105,3.0
21,106,400.0
21,107,3.0
21,122,5.0
21,123,400.0
21,124,5.0
21,139,5.0
21,140,400.0
21,141,5.0
21,156,7.0
21,157,400.0
21,158,7.0
21,173,7.0
21,174,400.0
21,175,7.0
21,190,8.0
21,191,400.0
21,192,8.0
21,207,9.0
21,208,400.0
21,209,9.0
21,224,8.0
21,225,400.0
21,226,8.0
21,241,7.0
21,242,400.0
21,243,7.0
21,258,7.0
21,259,400.0
21,260,7.0
21,275,8.0
21,276,400.0
21,277,8.0
22,22,-400.0
22,23,400.0
22,24,400.0
22,25,400.0
22,26,400.0
22,27,400.0
22,28,400.0
22,29,400.0
22,30,400.0
22,31,400.0
22,32,400.0
22,33,400.0
22,38,1.0
22,39,400.0
22,40,1.0
22,55,2.0
22,56,400.0
22,57,2.0
22,72,3.0
22,73,400.0
22,74,3.0
22,89,3.0
22,90,400.0
22,91,3.0
22,106,3.0
22,107,400.0
22,108,3.0
22,123,5.0
22,124,400.0
22,125,5.0
22,140,5.0
22,141,400.0
22,142,5.0
22,157,7.0
22,158,400.0
22,159,7.0
22,174,7.0
22,175,400.0
22,176,7.0
22,191,8.0
22,192,400.0
22,193,8.0
22,208,9.0
22,209,400.0
22,210,9.0
22,225,8.0
22,226,400.0
22,227,8.0
22,242,7.0
22,243,400.0
22,244,7.0
22,259,7.0
22,260,400.0
22,261,7.0
22,276,8.0
22,277,400.0
22,278,8.0
23,23,-400.0
23,24,400.0
23,25,400.0
23,26,400.0
23,27,400.0
23,28,400.0
23,29,400.0
23,30,400.0
23,31,400.0
23,32,400.0
23,33,400.0
23,39,1.0
23,40,400.0
23,41,1.0
23,56,2.0
23,57,400.0
23,58,2.0
23,73,3.0
23,74,400.0
23,75,3.0
23,90,3.0
23,91,400.0
23,92,3.0
23,107,3.0
23,108,400.0
23,109,3.0
23,124,5.0
23,125,400.0
23,126,5.0
23,141,5.0
23,142,400.0
23,143,5.0
23,158,7.0
23,159,400.0
23,160,7.0
23,175,7.0
23,176,400.0
23,177,7.0
23,192,8.0
23,193,400.0
23,194,8.0
23,209,9.0
23,210,400.0
23,211,9.0
23,226,8.0
23,227,400.0
23,228,8.0
23,243,7.0
23,244,400.0
23,245,7.0
23,260,7.0
23,261,400.0
23,262,7.0
23,277,8.0
23,278,400.0
23,279,8.0
24,24,-400.0
24,25,400.0
24,26,400.0
24,27,400.0
24,28,400.0
24,29,400.0
24,30,400.0
24,31,400.0
24,32,400.0
24,33,400.0
24,40,1.0
24,41,400.0
24,42,1.0
24,57,2.0
24,58,400.0
24,59,2.0
24,74,3.0
24,75,400.0
24,76,3.0
24,91,3.0
24,92,400.0
24,93,3.0
24,108,3.0
24,109,400.0
24,110,3.0
24,125,5.0
24,126,400.0
24,127,5.0
24,142,5.0
24,143,400.0
24,144,5.0
24,159,7.0
24,160,400.0
24,161,7.0
24,176,7.0
24,177,400.0
24,178,7.0
24,193,8.0
24,194,400.0
24,195,8.0
24,210,9.0
24,211,400.0
24,212,9.0
24,227,8.0
24,228,400.0
24,229,8.0
24,244,7.0
24,245,400.0
24,246,7.0
24,261,7.0
24,262,400.0
24,263,7.0
24,278,8.0
24,279,400.0
24,280,8.0
25,25,-400.0
25,26,400.0
25,27,400.0
25,28,400.0
25,29,400.0
25,30,400.0
25,31,400.0
25,32,400.0
25,33,400.0
25,41,1.0
25,42,400.0
25,43,1.0
25,58,2.0
25,59,400.0
25,60,2.0
25,75,3.0
25,76,400.0
25,77,3.0
25,92,3.0
25,93,400.0
25,94,3.0
25,109,3.0
25,110,400.0
25,111,3.0
25,126,5.0
25,127,400.0
25,128,5.0
25,143,5.0
25,144,400.0
25,145,5.0
25,160,7.0
25,161,400.0
25,162,7.0
25,177,7.0
25,178,400.0
25,179,7.0
25,194,8.0
25,195,400.0
25,196,8.0
25,211,9.0
25,212,400.0
25,213,9.0
25,228,8.0
25,229,400.0
25,230,8.0
25,245,7.0
25,246,400.0
25,247,7.0
25,262,7.0
25,263,400.0
25,264,7.0
25,279,8.0
25,280,400.0
25,281,8.0
26,26,-400.0
26,27,400.0
26,28,400.0
26,29,400.0
26,30,400.0
26,31,400.0
26,32,400.0
26,33,400.0
26,42,1.0
26,43,400.0
26,44,1.0
26,59,2.0
26,60,400.0
26,61,2.0
26,76,3.0
26,77,400.0
26,78,3.0
26,93,3.0
26,94,400.0
26,95,3.0
26,110,3.0
26,111,400.0
26,112,3.0
26,127,5.0
26,128,400.0
26,129,5.0
26,144,5.0
26,145,400.0
26,146,5.0
26,161,7.0
26,162,400.0
26,163,7.0
26,178,7.0
26,179,400.0
26,180,7.0
26,195,8.0
26,196,400.0
26,197,8.0
26,212,9.0
26,213,400.0
26,214,9.0
26,229,8.0
26,230,400.0
26,231,8.0
26,246,7.0
26,247,400.0
26,248,7.0
26,263,7.0
26,264,400.0
26,265,7.0
26,280,8.0
26,281,400.0
26,282,8.0
27,27,-400.0
27,28,400.0
27,29,400.0
27,30,400.0
27,31,400.0
27,32,400.0
27,33,400.0
27,43,1.0
27,44,400.0
27,45,1.0
27,60,2.0
27,61,400.0
27,62,2.0
27,77,3.0
27,78,400.0
27,79,3.0
27,94,3.0
27,95,400.0
27,96,3.0
27,111,3.0
27,112,400.0
27,113,3.0
27,128,5.0
27,129,400.0
27,130,5.0
27,145,5.0
27,146,400.0
27,147,5.0
27,162,7.0
27,163,400.0
27,164,7.0
27,179,7.0
27,180,400.0
27,181,7.0
27,196,8.0
27,197,400.0
27,198,8.0
27,213,9.0
27,214,400.0
27,215,9.0
27,230,8.0
27,231,400.0
27,232,8.0
27,247,7.0
27,248,400.0
27,249,7.0
27,264,7.0
27,265,400.0
27,266,7.0
27,281,8.0
27,282,400.0
27,283,8.0
28,28,-400.0
28,29,400.0
28,30,400.0
28,31,400.0
28,32,400.0
28,33,400.0
28,44,1.0
28,45,400.0
28,46,1.0
28,61,2.0
28,62,400.0
28,63,2.0
28,78,3.0
28,79,400.0
28,80,3.0
28,95,3.0
28,96,400.0
28,97,3.0
28,112,3.0
28,113,400.0
28,114,3.0
28,129,5.0
28,130,400.0
28,131,5.0
28,146,5.0
28,147,400.0
28,148,5.0
28,163,7.0
28,164,400.0
28,165,7.0
28,180,7.0
28,181,400.0
28,182,7.0
28,197,8.0
28,198,400.0
28,199,8.0
28,214,9.0
28,215,400.0
28,216,9.0
28,231,8.0
28,232,400.0
28,233,8.0
28,248,7.0
28,249,400.0
28,250,7.0
28,265,7.0
28,266,400.0
28,267,7.0
28,282,8.0
28,283,400.0
28,284,8.0
29,29,-400.0
29,30,400.0
29,31,400.0
29,32,400.0
29,33,400.0
29,45,1.0
29,46,400.0
29,47,1.0
29,62,2.0
29,63,400.0
29,64,2.0
29,79,3.0
29,80,400.0
29,81,3.0
29,96,3.0
29,97,400.0
29,98,3.0
29,113,3.0
29,114,400.0
29,115,3.0
29,130,5.0
29,131,400.0
29,132,5.0
29,147,5.0
29,148,400.0
29,149,5.0
29,164,7.0
29,165,400.0
29,166,7.0
29,181,7.0
29,182,400.0
29,183,7.0
29,198,8.0
29,199,400.0
29,200,8.0
29,215,9.0
29,216,400.0
29,217,9.0
29,232,8.0
29,233,400.0
29,234,8.0
29,249,7.0
29,250,400.0
29,251,7.0
29,266,7.0
29,267,400.0
29,268,7.0
29,283,8.0
29,284,400.0
29,285,8.0
30,30,-400.0
30,31,400.0
30,32,400.0
30,33,400.0
30,46,1.0
30,47,400.0
30,48,1.0
30,63,2.0
30,64,400.0
30,65,2.0
30,80,3.0
30,81,400.0
30,82,3.0
30,97,3.0
30,98,400.0
30,99,3.0
30,114,3.0
30,115,400.0
30,116,3.0
30,131,5.0
30,132,400.0
30,133,5.0
30,148,5.0
30,149,400.0
30,150,5.0
30,165,7.0
30,166,400.0
30,167,7.0
30,182,7.0
30,183,400.0
30,184,7.0
30,199,8.0
30,200,400.0
30,201,8.0
30,216,9.0
30,217,400.0
30,218,9.0
30,233,8.0
30,234,400.0
30,235,8.0
30,250,7.0
30,251,400.0
30,252,7.0
30,267,7.0
30,268,400.0
30,269,7.0
30,284,8.0
30,285,400.0
30,286,8.0
31,31,-400.0
31,32,400.0
31,33,400.0
31,47,1.0
31,48,400.0
31,49,1.0
31,64,2.0
31,65,400.0
31,66,2.0
31,81,3.0
31,82,400.0
31,83,3.0
31,98,3.0
31,99,400.0
31,100,3.0
31,115,3.0
31,116,400.0
31,117,3.0
31,132,5.0
31,133,400.0
31,134,5.0
31,149,5.0
31,150,400.0
31,151,5.0
31,166,7.0
31,167,400.0
31,168,7.0
31,183,7.0
31,184,400.0
31,185,7.0
31,200,8.0
31,201,400.0
31,202,8.0
31,217,9.0
31,218,400.0
31,219,9.0
31,234,8.0
31,235,400.0
31,236,8.0
31,251,7.0
31,252,400.0
31,253,7.0
31,268,7.0
31,269,400.0
