row_i,col_j,value
10,32,2.0
10,37,3.0
10,38,400.0
10,39,3.0
10,44,1.0
10,45,400.0
10,46,1.0
11,11,-400.0
11,12,400.0
11,13,400.0
11,17,2.0
11,18,400.0
11,19,2.0
11,24,1.0
11,25,400.0
11,26,1.0
11,31,2.0
11,32,400.0
11,33,2.0
11,38,3.0
11,39,400.0
11,40,3.0
11,45,1.0
11,46,400.0
11,47,1.0
12,12,-400.0
12,13,400.0
12,18,2.0
12,19,400.0
12,20,2.0
12,25,1.0
12,26,400.0
12,27,1.0
12,32,2.0
12,33,400.0
12,34,2.0
12,39,3.0
12,40,400.0
12,41,3.0
12,46,1.0
12,47,400.0
12,48,1.0
13,13,-396.0
13,19,2.0
13,20,400.0
13,26,1.0
13,27,400.0
13,33,2.0
13,34,400.0
13,40,3.0
13,41,400.0
13,47,1.0
13,48,400.0
14,14,-398.0
14,15,400.0
14,16,400.0
14,17,400.0
14,18,400.0
14,19,400.0
14,20,400.0
14,21,400.0
14,22,1.0
14,28,400.0
14,29,2.0
14,35,400.0
14,36,1.0
14,42,400.0
14,43,2.0
15,15,-400.0
15,16,400.0
15,17,400.0
15,18,400.0
15,19,400.0
15,20,400.0
15,21,1.0
15,22,400.0
15,23,1.0
15,28,2.0
15,29,400.0
15,30,2.0
15,35,1.0
15,36,400.0
15,37,1.0
15,42,2.0
15,43,400.0
15,44,2.0
16,16,-400.0
16,17,400.0
16,18,400.0
16,19,400.0
16,20,400.0
16,22,1.0
16,23,400.0
16,24,1.0
16,29,2.0
16,30,400.0
16,31,2.0
16,36,1.0
16,37,400.0
16,38,1.0
16,43,2.0
16,44,400.0
16,45,2.0
17,17,-400.0
17,18,400.0
17,19,400.0
17,20,400.0
17,23,1.0
17,24,400.0
17,25,1.0
17,30,2.0
17,31,400.0
17,32,2.0
17,37,1.0
17,38,400.0
17,39,1.0
17,44,2.0
17,45,400.0
17,46,2.0
18,18,-400.0
18,19,400.0
18,20,400.0
18,24,1.0
18,25,400.0
18,26,1.0
18,31,2.0
18,32,400.0
18,33,2.0
18,38,1.0
18,39,400.0
18,40,1.0
18,45,2.0
18,46,400.0
18,47,2.0
19,19,-400.0
19,20,400.0
19,25,1.0
19,26,400.0
19,27,1.0
19,32,2.0
19,33,400.0
19,34,2.0
19,39,1.0
19,40,400.0
19,41,1.0
19,46,2.0
19,47,400.0
19,48,2.0
20,20,-398.0
20,26,1.0
20,27,400.0
20,33,2.0
20,34,400.0
20,40,1.0
20,41,400.0
20,47,2.0
20,48,400.0
21,21,-397.0
21,22,400.0
21,23,400.0
21,24,400.0
21,25,400.0
21,26,400.0
21,27,400.0
21,28,400.0
21,29,1.0
21,35,400.0
21,36,2.0
21,42,400.0
21,43,2.0
22,22,-400.0
22,23,400.0
22,24,400.0
22,25,400.0
22,26,400.0
22,27,400.0
22,28,1.0
22,29,400.0
22,30,1.0
22,35,2.0
22,36,400.0
22,37,2.0
22,42,2.0
22,43,400.0
22,44,2.0
23,23,-400.0
23,24,400.0
23,25,400.0
23,26,400.0
23,27,400.0
23,29,1.0
23,30,400.0
23,31,1.0
23,36,2.0
23,37,400.0
23,38,2.0
23,43,2.0
23,44,400.0
23,45,2.0
24,24,-400.0
24,25,400.0
24,26,400.0
24,27,400.0
24,30,1.0
24,31,400.0
24,32,1.0
24,37,2.0
24,38,400.0
24,39,2.0
24,44,2.0
24,45,400.0
24,46,2.0
25,25,-400.0
25,26,400.0
25,27,400.0
25,31,1.0
25,32,400.0
25,33,1.0
25,38,2.0
25,39,400.0
25,40,2.0
25,45,2.0
25,46,400.0
25,47,2.0
26,26,-400.0
26,27,400.0
26,32,1.0
26,33,400.0
26,34,1.0
26,39,2.0
26,40,400.0
26,41,2.0
26,46,2.0
26,47,400.0
26,48,2.0
27,27,-397.0
27,33,1.0
27,34,400.0
27,40,2.0
27,41,400.0
27,47,2.0
27,48,400.0
28,28,-398.0
28,29,400.0
28,30,400.0
28,31,400.0
28,32,400.0
28,33,400.0
28,34,400.0
28,35,400.0
28,36,2.0
28,42,400.0
28,43,3.0
29,29,-400.0
29,30,400.0
29,31,400.0
29,32,400.0
29,33,400.0
29,34,400.0
29,35,2.0
29,36,400.0
29,37,2.0
29,42,3.0
29,43,400.0
29,44,3.0
30,30,-400.0
30,31,400.0
30,32,400.0
30,33,400.0
30,34,400.0
30,36,2.0
30,37,400.0
30,38,2.0
30,43,3.0
30,44,400.0
30,45,3.0
31,31,-400.0
31,32,400.0
31,33,400.0
31,34,400.0
31,37,2.0
31,38,400.0
31,39,2.0
31,44,3.0
31,45,400.0
31,46,3.0
32,32,-400.0
32,33,400.0
32,34,400.0
32,38,2.0
32,39,400.0
32,40,2.0
32,45,3.0
32,46,400.0
32,47,3.0
33,33,-400.0
33,34,400.0
33,39,2.0
33,40,400.0
33,41,2.0
33,46,3.0
33,47,400.0
33,48,3.0
34,34,-398.0
34,40,2.0
34,41,400.0
34,47,3.0
34,48,400.0
35,35,-399.0
35,36,400.0
35,37,400.0
35,38,400.0
35,39,400.0
35,40,400.0
35,41,400.0
35,42,400.0
35,43,3.0
36,36,-400.0
36,37,400.0
36,38,400.0
36,39,400.0
36,40,400.0
36,41,400.0
36,42,3.0
36,43,400.0
36,44,3.0
37,37,-400.0
37,38,400.0
37,39,400.0
37,40,400.0
37,41,400.0
37,43,3.0
37,44,400.0
37,45,3.0
38,38,-400.0
38,39,400.0
38,40,400.0
38,41,400.0
38,44,3.0
38,45,400.0
38,46,3.0
39,39,-400.0
39,40,400.0
39,41,400.0
39,45,3.0
39,46,400.0
39,47,3.0
40,40,-400.0
40,41,400.0
40,46,3.0
40,47,400.0
40,48,3.0
41,41,-399.0
41,47,3.0
41,48,400.0
42,42,-396.0
42,43,400.0
42,44,400.0
42,45,400.0
42,46,400.0
42,47,400.0
42,48,400.0
43,43,-400.0
43,44,400.0
43,45,400.0
43,46,400.0
43,47,400.0
43,48,400.0
44,44,-400.0
44,45,400.0
44,46,400.0
44,47,400.0
44,48,400.0
45,45,-400.0
45,46,400.0
45,47,400.0
45,48,400.0
46,46,-400.0
46,47,400.0
46,48,400.0
47,47,-400.0
47,48,400.0
48,48,-396.0
